label,utility,type,assessed,period,basic_charge_limit (imperial),basic_charge_limit (metric),month_start,month_end,hour_start,hour_end,weekday_start,weekday_end,charge (imperial),charge (metric),units,Notes
59d4fccc5457a34f6677eac5,electric,customer,,,,,,,,,,,141.11,141.11,$/month,"http://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Oregon_Price_Summary.pdf
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/General_Service_Large_Nonresidential_31_KW_to_200_KW_Delivery_Service.pdf||
https://www.pacificpower.net/content/dam/pacific_power/doc/About_Us/Rates_Regulation/Oregon/Approved_Tariffs/Rate_Schedules/Public_DC_Fast_Charger_Optional_Transitional_Rate_Delivery_Service.pdf	https://www.pacificpower.net/about/rr/ori.html#"
59d4fccc5457a34f6677eac5,electric,demand,,flat,0,0,1,12,0,24,0,6,0.849,0.849,$/kW,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,1,3,0,6,0,4,0.0767659,0.0767659,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,20000.0,20000.0,1,3,0,6,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,0,0,1,3,6,10,0,4,0.1734083,0.1734083,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,20000.0,20000.0,1,3,6,10,0,4,0.171791,0.171791,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,1,3,10,17,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,0,0,1,3,17,20,0,4,0.171791,0.171791,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,1,3,20,24,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,4,10,0,16,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,0,0,4,10,16,20,0,4,0.171791,0.171791,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,4,10,20,24,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,11,12,0,6,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,0,0,11,12,6,10,0,4,0.171791,0.171791,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,11,12,10,17,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period1,0,0,11,12,17,20,0,4,0.171791,0.171791,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,11,12,20,24,0,4,0.0751488,0.0751488,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,0,0,1,12,0,24,5,6,0.0767659,0.0767659,$/kWh,
59d4fccc5457a34f6677eac5,electric,energy,,period0,20000.0,20000.0,1,12,0,24,5,6,0.0751488,0.0751488,$/kWh,
